,LR,DO,n_hidden,mean acc,std acc
884,0.42000000000000004,0.45,64,0.1506,0.04986966763474568
885,0.425,0.45,64,0.195775,0.13275248114442154
886,0.43,0.45,64,0.291525,0.12974613192692874
887,0.435,0.45,64,0.314475,0.12389356319034496
888,0.44,0.45,64,0.20459999999999998,0.12487257004642774
889,0.445,0.45,64,0.20515,0.13167377776155736
890,0.45,0.45,64,0.21420000000000003,0.11840308800871707
891,0.455,0.45,64,0.21069999999999997,0.13446794692416478
892,0.46,0.45,64,0.23842499999999997,0.11023941559170203
893,0.465,0.45,64,0.3516,0.12384454469212602
894,0.47000000000000003,0.45,64,0.192375,0.07460533660536624
895,0.47500000000000003,0.45,64,0.23972500000000002,0.10702112525104564
896,0.48000000000000004,0.45,64,0.21847500000000003,0.1269089338856804
897,0.485,0.45,64,0.21245000000000003,0.12606849824599323
898,0.49,0.45,64,0.3647,0.12082913038667456
899,0.495,0.45,64,0.2655,0.1521050212846374
900,0.5,0.45,64,0.3192499999999999,0.11410420128110971
901,0.005,0.5,64,0.4513,0.0033954013017609523
902,0.01,0.5,64,0.6167,0.004143217348872729
903,0.015,0.5,64,0.715525,0.00698364160019684
904,0.02,0.5,64,0.729125,0.008465739778660806
905,0.025,0.5,64,0.760975,0.0049253172486653065
906,0.030000000000000002,0.5,64,0.8010249999999999,0.009004651575713517
907,0.034999999999999996,0.5,64,0.83585,0.007502666192761101
908,0.04,0.5,64,0.8440750000000001,0.0032773846280227817
909,0.045,0.5,64,0.8512000000000001,0.004497638269136385
910,0.049999999999999996,0.5,64,0.8537250000000001,0.004187332086185681
911,0.055,0.5,64,0.8566499999999999,0.007409622122618675
912,0.06,0.5,64,0.858125,0.003754164354420307
913,0.065,0.5,64,0.8556750000000001,0.007917780623381778
914,0.07,0.5,64,0.859,0.005540194039923163
915,0.07500000000000001,0.5,64,0.8506,0.00721950483066532
916,0.08,0.5,64,0.852625,0.011444157898246599
917,0.085,0.5,64,0.84885,0.004281792848795918
