,LR,DO,n_hidden,mean acc,std acc
1,0.05,0.05,64,0.37002500000000005,0.004968274348302443
2,0.1,0.05,64,0.37002499999999994,0.005402777063696042
3,0.15000000000000002,0.05,64,0.37002500000000005,0.0033758332304780784
4,0.2,0.05,64,0.37002500000000005,0.0024842000724579335
5,0.25,0.05,64,0.37002499999999994,0.003191198834294105
6,0.3,0.05,64,0.37002499999999994,0.0035631797597090163
7,0.35000000000000003,0.05,64,0.37002500000000005,0.004193298224548319
8,0.4,0.05,64,0.30625,0.12921305081144088
9,0.45,0.05,64,0.240625,0.15708154729311777
10,0.5,0.05,64,0.24277500000000002,0.15632738883509825
11,0.55,0.05,64,0.370025,0.004517604453690025
12,0.6000000000000001,0.05,64,0.236775,0.16231630771428976
13,0.6500000000000001,0.05,64,0.30125,0.13917401427709122
14,0.7000000000000001,0.05,64,0.23565,0.16211605410939411
15,0.7500000000000001,0.05,64,0.3056,0.1276505092038414
16,0.8,0.05,64,0.23747499999999996,0.16026398924898883
17,0.8500000000000001,0.05,64,0.103025,0.13578879279970052
18,0.9000000000000001,0.05,64,0.231875,0.17128610933172603
19,0.9500000000000001,0.05,64,0.10070000000000001,0.135134853942275
20,1.0,0.05,64,0.09905,0.13892832234645316
21,0.05,0.1,64,0.37002499999999994,0.007333314393914946
22,0.1,0.1,64,0.37002499999999994,0.0034941021736635035
23,0.15000000000000002,0.1,64,0.379,0.021547476650410836
24,0.2,0.1,64,0.370025,0.0032590259280957
25,0.25,0.1,64,0.37002499999999994,0.0062246485844584054
26,0.3,0.1,64,0.37002499999999994,0.003239791659968273
27,0.35000000000000003,0.1,64,0.37002499999999994,0.00566535524040638
28,0.4,0.1,64,0.370025,0.005013357158631331
29,0.45,0.1,64,0.370025,0.003311344137959698
30,0.5,0.1,64,0.24137500000000003,0.15688716088322843
31,0.55,0.1,64,0.17112500000000003,0.1593215694750714
32,0.6000000000000001,0.1,64,0.299925,0.14007949974924952
33,0.6500000000000001,0.1,64,0.24122500000000002,0.15601655360890396
34,0.7000000000000001,0.1,64,0.307725,0.12924369907272076
35,0.7500000000000001,0.1,64,0.29995,0.1368420074392363
36,0.8,0.1,64,0.24195000000000003,0.1577592429938734
37,0.8500000000000001,0.1,64,0.30245,0.13623409540199544
38,0.9000000000000001,0.1,64,0.17429999999999995,0.1607046514572618
39,0.9500000000000001,0.1,64,0.035050000000000005,0.008328265125462805
40,1.0,0.1,64,0.1655,0.1701038837005199
41,0.05,0.15000000000000002,64,0.370025,0.007059302373464391
42,0.1,0.15000000000000002,64,0.37002500000000005,0.002457641145488899
43,0.15000000000000002,0.15000000000000002,64,0.370025,0.009680973608062363
44,0.2,0.15000000000000002,64,0.370075,0.0046304697385902375
45,0.25,0.15000000000000002,64,0.387875,0.039078046906159465
46,0.3,0.15000000000000002,64,0.370025,0.0038278584090846394
47,0.35000000000000003,0.15000000000000002,64,0.382175,0.026874313944731682
48,0.4,0.15000000000000002,64,0.273275,0.12604407463264586
49,0.45,0.15000000000000002,64,0.370025,0.005278138876535937
50,0.5,0.15000000000000002,64,0.37002500000000005,0.005183748643597601
51,0.55,0.15000000000000002,64,0.23867500000000003,0.16262461760139513
52,0.6000000000000001,0.15000000000000002,64,0.2371,0.16245465521184674
53,0.6500000000000001,0.15000000000000002,64,0.18062499999999998,0.1577174490980627
54,0.7000000000000001,0.15000000000000002,64,0.370025,0.008308279003500051
55,0.7500000000000001,0.15000000000000002,64,0.16565,0.1678601612950494
56,0.8,0.15000000000000002,64,0.17365,0.16222506356910452
57,0.8500000000000001,0.15000000000000002,64,0.1733,0.15908324471797775
58,0.9000000000000001,0.15000000000000002,64,0.10242499999999999,0.13266283861730083
59,0.9500000000000001,0.15000000000000002,64,0.23432499999999998,0.16857721895321442
60,1.0,0.15000000000000002,64,0.17155,0.16735872026876877
61,0.05,0.2,64,0.370025,0.005924736281050841
62,0.1,0.2,64,0.370025,0.007900711993232
63,0.15000000000000002,0.2,64,0.370025,0.0023148974059340093
64,0.2,0.2,64,0.37925,0.021878356885287328
65,0.25,0.2,64,0.37002499999999994,0.00393970176536245
66,0.3,0.2,64,0.30465,0.12988760525931642
67,0.35000000000000003,0.2,64,0.37002500000000005,0.004903060268852508
68,0.4,0.2,64,0.370025,0.00596049494589165
69,0.45,0.2,64,0.3052750000000001,0.12772576580314562
70,0.5,0.2,64,0.30245,0.13463296401698957
71,0.55,0.2,64,0.188,0.15537484915519628
72,0.6000000000000001,0.2,64,0.110425,0.12982646109326096
73,0.6500000000000001,0.2,64,0.299125,0.14044605281032285
74,0.7000000000000001,0.2,64,0.04215000000000001,0.009071383576941284
75,0.7500000000000001,0.2,64,0.37002500000000005,0.006249699992799654
76,0.8,0.2,64,0.24335,0.15804379139972569
77,0.8500000000000001,0.2,64,0.037950000000000005,0.010038861987297167
78,0.9000000000000001,0.2,64,0.30147499999999994,0.13456251799814092
79,0.9500000000000001,0.2,64,0.23685,0.16413189056365618
80,1.0,0.2,64,0.032225000000000004,0.008351047838445185
81,0.05,0.25,64,0.370025,0.004566453766326764
82,0.1,0.25,64,0.37002499999999994,0.0052781388765359375
83,0.15000000000000002,0.25,64,0.370025,0.005094973012686125
84,0.2,0.25,64,0.37002500000000005,0.002428219512317621
85,0.25,0.25,64,0.307325,0.12825418121839147
86,0.3,0.25,64,0.23879999999999998,0.16226399400359898
87,0.35000000000000003,0.25,64,0.30545000000000005,0.128869473693346
88,0.4,0.25,64,0.37002500000000005,0.002164197310782907
89,0.45,0.25,64,0.305025,0.12926183214700307
90,0.5,0.25,64,0.30645,0.12857059344966873
91,0.55,0.25,64,0.11577499999999999,0.13168054146304228
92,0.6000000000000001,0.25,64,0.16675,0.16631045893148153
93,0.6500000000000001,0.25,64,0.20069999999999996,0.14851987661589272
94,0.7000000000000001,0.25,64,0.241075,0.15674608448060193
95,0.7500000000000001,0.25,64,0.164625,0.16621493991215108
96,0.8,0.25,64,0.240025,0.15642151386558054
97,0.8500000000000001,0.25,64,0.23922499999999997,0.16410580428491858
98,0.9000000000000001,0.25,64,0.235175,0.16590533068590654
99,0.9500000000000001,0.25,64,0.031275,0.003044872739541015
100,1.0,0.25,64,0.16255000000000003,0.16604655973551516
101,0.05,0.3,64,0.37722500000000003,0.013979315076211711
102,0.1,0.3,64,0.370025,0.004929122639983707
103,0.15000000000000002,0.3,64,0.37002499999999994,0.005781111484827112
104,0.2,0.3,64,0.374425,0.006262287920560671
105,0.25,0.3,64,0.37002500000000005,0.002831077533378412
106,0.3,0.3,64,0.30285,0.13510078182601315
107,0.35000000000000003,0.3,64,0.37002500000000005,0.0062606908564470645
108,0.4,0.3,64,0.370025,0.0027069355367278333
